crim,zn,indus,rm,age,tax,ptratio,black,population,families,median_home_value,median_income,sales,county_id
4.2990701093031225,8.07588536307317,13.085104181433337,7.371847598844798,108.95130788681274,505.62501056505965,17.50922089859403,382.77880081589933,2461,709,637000,136642,30697.73,926
7.632775920812071,1.2993702561014824,19.774645050321347,6.529800703847634,92.4355227722889,529.9073859890538,19.60708192173066,287.9066536601893,4639,1123,246801,66496,43314.57,22768
1.158645370637741,0.0,18.20448000476046,5.595894367026452,69.58416241429887,372.3569190816307,20.663032765815743,372.762824080621,284,74,139897,49040,39944.63,12578
0.020899034266115234,21.421843146565283,1.33074781727272,6.6792942277788745,57.873143799810535,201.27757777656083,17.389566746368523,389.2528767518711,3794,983,334815,78147,38431.36,164
0.18598133733582034,0.0,7.510550938320516,6.062535306814761,52.990147210658776,332.02047328324494,20.71321422365593,408.0308216606242,1519,423,228387,46462,46013.01,28862
0.7695014279879554,0.0,7.364722908982602,5.982507919032728,84.8098701732914,296.5299343701981,20.65501115151752,412.4318140178274,20697,4930,194292,62389,48259.35,29266
0.6025440265439037,2.1968397252171568,7.135374465166361,5.4503114554572205,45.80847090554259,401.794913026632,16.627979434359034,356.96234199110114,5337,1316,185559,37938,48625.31,26263
0.08747583120369876,27.65175699841087,2.28120639042242,6.932510658137784,66.03930118701479,206.03235931296575,19.520732833332094,410.02148221396357,1987,498,274395,82025,42227.34,10569
0.08883003342394334,67.29298159368611,3.160542623561464,6.677348725764454,33.26640145410484,264.778642364991,19.766914361557163,393.76476077265204,1009,272,313665,79682,39476.61,24475
0.27116971923248534,22.019544819610832,7.209699407136556,6.872943545371488,57.91107531237432,271.8261146688258,18.118307536521286,397.9231919340252,2290,544,241670,49703,43375.15,14476
1.2883862619433681,11.48837080399597,10.729551319066452,6.099642653016674,71.8257257748314,441.1534664893399,19.182892046677953,310.6604741421111,995,255,162465,54732,43125.82,10725
1.1174968757418837,0.0,11.423215843666362,5.115732404106231,80.86302407995709,356.86106202385866,18.024300618571125,382.94203370651894,1512,446,195586,41427,43478.29,27210
0.12178611722683029,17.416085676596488,5.785863519309992,7.560709199258122,52.54809595626122,321.9464170025421,18.75123893064844,417.9403081104768,579,151,221333,72450,42231.23,6775
0.3118216742486806,0.0,7.790261705828843,6.435690650478097,71.45744372174268,312.0672479800195,17.858835441936023,384.51485409858327,774,177,232496,77145,40220.96,13266
0.10333773779890221,23.732515374429514,5.537069522825639,6.214956282017732,48.00998194050121,263.1696780400584,18.006955702748204,406.0811997165781,1252,328,235576,69156,38056.83,14540
1.0427656496236184,0.0,7.135974658701097,5.729295493334751,71.44486746838011,345.58212190057066,19.678545756098465,391.8709863582709,764,199,153831,53651,43510.87,9569
0.3400068835510836,17.326316501546447,4.796857119212853,7.834439606095338,69.17008316915124,269.87045427440603,17.585215808043642,362.38486437545174,4370,1168,494989,103508,29876.95,2698
0.24551010075073432,49.10266227582333,7.051919459816704,5.741823159485532,61.756262665543346,494.5868481264049,20.729845828319206,345.06454226793386,593,165,208451,53763,39224.96,19685
0.7072651228994187,0.0,8.099411386885368,5.7470641435491405,68.03317684255839,310.86350482732786,18.774471185780218,396.7472926037423,1605,385,196084,67938,42728.7,119
1.1346384659854942,0.2629924565574376,19.090190791671915,6.716264512197086,78.09406698124772,458.25238133611487,14.18505889286463,318.17621617607153,903,256,249426,62289,41119.13,11672
0.3102782090886829,39.9570862520969,4.476254373023179,8.395118721412892,58.67269993307778,246.59084052350212,14.191151374026083,390.98514969138915,2146,527,496441,118150,30035.07,21536
11.015593843564295,0.0,21.059348124079662,5.4403333273289585,98.24680057069784,654.6350728078843,19.972993305188304,290.8009255631019,906,197,82505,20939,46280.63,9204
6.963158465987374,0.0,17.510471701873133,5.661052284461407,95.98566022794796,695.7290649639534,20.1616475099684,315.65350419171403,12086,2791,137836,31564,48560.4,9622
6.946457455128662,0.0,16.719726879585732,5.894676815592797,60.66874705781207,486.70938751324024,17.99234386674767,377.24834387836444,1088,280,215878,55015,40131.45,23193
0.3819203663538736,10.852104213548841,13.834863653074649,6.361167048401369,79.39744732955738,367.3387033087177,20.33107917192146,342.8933872924954,2680,664,234877,68206,42678.64,2203
0.11065272387910986,0.0,21.823739306146987,5.8901343617447255,87.92422961625684,251.0302958444107,19.224054420945343,349.749062064215,3714,892,185921,63113,42780.0,11407
0.04595166869653787,0.0,3.339359787278974,5.623128256096247,32.755734380462876,414.2491523065468,16.774736844303273,366.93242043960583,6907,2127,191975,51509,46648.62,430
0.051170657392863014,8.936896065687426,3.9737047477731724,6.410370273284989,57.76076698036961,224.85377195755564,17.650684652415293,397.88166779373137,3488,874,295779,80077,41019.64,24488
10.087294799322565,0.0,15.169623905210258,5.912176762396828,98.88260698990089,575.4337316733227,20.24320667483868,121.81297181925238,1183,325,106186,27107,49628.43,8228
0.06088320715137745,3.044850691545942,7.117880860265275,6.589760948133341,60.838468334537694,281.6237483530978,18.503238914510845,380.03276284621523,2107,520,229255,48529,42715.39,20096
