crim,zn,indus,rm,age,tax,ptratio,black,population,families,median_home_value,median_income,county_id
10.94185634894891,0.0,19.403315182161112,5.272918658472655,84.91713774202184,682.8014979681037,20.190690123921748,185.91078168753842,574,187,88604,22208,28472
2.888500576200708,0.0,23.173931909958377,7.037956982072101,88.66692415792983,685.8932668670051,21.122693042614625,312.33094969813675,6121,1643,155740,33425,1180
0.27865654978893056,0.0,10.323340615488435,6.631092249301931,60.551232559291066,292.45214146345194,18.21871313858032,414.1224164736132,2157,591,274679,91412,15669
1.5961906286896101,0.0,18.523766794061494,5.97082981976448,99.64445072462793,366.5742026507328,15.860974668251204,331.6678720175008,193,51,200777,42953,5889
1.226864517249632,0.0,8.402435527683883,5.82798184310267,85.22347543917544,330.81245211138867,20.90841069731689,310.7286193913072,313,72,158790,35635,5947
1.349240937732285,8.790213221450593,15.658807995139945,6.111180985428708,75.41460256097281,376.60954452855486,15.965789781644087,384.3007083465522,3819,936,226818,54193,15893
0.09724579178280758,0.3992990123384484,2.8571144592185527,7.7249009446384065,72.45203194721992,220.60254938464257,17.327931847031827,389.02829434116694,7200,2102,387027,102763,18545
0.9369725840581243,0.0,11.054529428680937,5.886226000905022,64.42226507262868,431.76096050446995,17.260959182023836,412.16218037501415,561,144,231589,60048,13103
2.363712737440178,0.03471522945595878,16.55799188440958,5.990559675297976,52.129794851572086,550.1367703922176,19.61288904747423,344.5583087682186,6076,1538,199833,46294,14789
1.7794012232059955,4.682987289928762,16.783581480840205,6.344489517618982,79.54527130169872,464.8096679162923,16.08748249103253,357.19777187894545,4386,1135,235117,57222,25319
1.736705548760068,4.80986242594119,16.2320194130762,6.022978445845545,84.55617533133818,341.42233120019,16.26673662850044,355.3183045981484,4407,1187,229545,55668,28903
22.759038888767716,0.0,19.184971835556983,5.3234485263000515,91.49249935162513,753.854980665475,17.431654328171174,365.5186009320749,1370,338,100983,25383,684
0.850711968729618,8.892440914615145,14.207145461559834,6.313154141168666,92.60934614911262,331.8430623724328,15.034660337324075,363.66656333989187,4308,1160,302988,76779,3580
0.10539192169742617,9.576373559397773,9.408027168206155,6.391446587793362,13.7843051757104,328.97299376501167,18.955027566883864,381.28971348792777,414,98,251699,61353,21410
0.2304757197809418,6.563091637105275,9.190469918444279,6.4141424034241235,86.50482875875281,291.83483765650635,17.58178989207921,384.7157147293282,398,98,226284,76365,1103
0.690457102333229,1.7263541449985151,8.630851982649054,6.034664829522655,88.84541225990431,375.8428541209435,18.55576033299584,402.6752520433906,853,218,189175,55036,27605
0.21190327422003583,53.27600663705457,3.7193012301384596,8.206326251913096,51.23749691624461,268.61600687888284,15.537616175507694,407.07684881824537,2199,533,489128,118902,7631
0.8112353126925431,0.0,15.1333817820086,6.6243644739920065,84.80658316468374,360.5602827798702,17.147869422681016,367.3288383534037,529,125,211081,61063,9427
0.29789949754738965,0.0,7.878994620331342,6.118618138618932,56.25343970110744,301.5264635356016,19.826582888979804,433.7548069994611,4520,1234,202322,52148,12463
0.15681131013555769,0.14041626413207506,9.98678656254801,6.104480788381755,46.22942572188389,318.31176706902704,20.24429233085727,411.2120466422548,907,243,219557,49329,18338
9.286205731800688,0.0,17.365634812949242,6.702687770955333,104.51615008740546,652.2061643973014,18.40568033659739,366.4954373034082,690,139,131465,27106,11283
7.0699659612460914,0.0,18.262829229507773,6.1836557094227365,83.06842321919156,653.0034521809431,20.256315295519283,49.22359155486047,460,100,135818,27216,14840
0.5599470755119067,0.16036243537832945,8.996080275591138,6.17896915565742,61.77798822925284,329.7667067385131,18.535286340613105,397.8585758798732,3457,1189,208474,39201,19604
1.5525123826112985,0.0,11.682142007295848,6.510726940836263,74.56690092836043,414.8892440563343,20.429386777959362,388.3832895536454,694,174,178184,30755,22031
