crim,zn,indus,rm,age,tax,ptratio,black,population,families,median_home_value,median_income,county_id
0.09054019569581173,8.249329166664316,9.999119125458643,6.122916840742735,44.782478780571566,377.23069367642677,20.027915272325444,405.8750894414674,1346,331,217015,52973,7532
0.10170078791258366,11.673256040090935,10.017502792440455,6.022968411860697,46.057517231810515,324.29847016467454,19.04585666713541,359.7632475555058,1242,348,214963,49315,7533
0.09838134075899332,35.953289908222985,3.0025829781796944,7.369594264968904,40.310948658787694,348.6684522154491,15.81329941277925,403.7779656299228,1133,282,349375,91851,7534
3.533319488758996,1.674780388070173,14.373387044890595,7.4887129831237385,69.2921945424055,481.94281854158453,21.119454357974295,383.5966204432383,2697,593,247340,70660,7535
0.08984744051887049,15.637942706783292,12.825494959385754,6.159611286428637,63.07986639988048,307.568839777555,18.756640532157583,382.07820798913855,1221,308,204209,56705,7536
1.0189341933489433,11.860657200267555,13.923706792995677,5.849255363273413,69.48378917474199,398.0813526469592,21.563469076577427,416.9559820588212,1240,303,189929,59559,7537
0.6391792972588605,0.0,7.319821623332761,5.631589213347118,95.65193484293158,248.3336767356983,20.716818092467577,390.442825154592,872,237,147372,42367,7538
13.871368550828814,0.0,18.007001416523643,5.526109394119147,91.03975199541789,594.07800817656,20.015944610130486,232.6524206217566,1276,364,89873,21698,7539
0.6201563528285114,0.10668547214756062,8.955443409619994,5.680271386410432,63.49351441509599,321.2828282817146,19.77259873674199,329.7080489964722,3030,733,207738,50553,7540
0.3422298279541229,22.834109106487542,6.649858237912465,6.0162183452097455,64.74503086285483,342.80082777383063,19.061974605672674,363.11786588266693,1750,449,233577,49111,7541
9.904254655123296,0.0,18.531058256613825,5.97091502939152,91.81578078361606,643.8513239657938,19.58790822411245,370.1842021000702,2104,573,151049,27703,7542
0.3053034080631278,19.647790930016853,7.1543496374563835,5.608960920357909,36.43168612008264,212.38488328600005,19.38931127725145,431.06348218751964,860,203,206119,60843,7543
17.531207110821455,0.0,19.46194594887704,4.6940003681856854,91.67344754296779,561.9877319043295,20.728400705549607,306.1917579416237,1805,468,168509,35416,7544
4.838707661745812,0.0,19.922828911734225,5.863495523738836,92.73148330619074,594.3581663532539,21.055968209602028,244.06051931254726,3881,857,149132,36647,7545
4.418018327030701,0.0,15.49862317973904,6.207027713651949,99.59169072914264,477.50489020858015,20.307041924513577,383.90953355798837,1186,285,148877,41302,7546
0.16814277842525846,3.5187838731985828,11.539490146974025,6.1583278821911565,74.93264692039638,344.62885648460986,17.303687072275242,395.6417376938306,1286,364,223662,57062,7547
0.06524444285389895,24.287082465838843,14.370239650438437,6.021055438498665,76.80168244102062,276.3757799769858,18.858238468840156,392.64038917814975,629,163,199998,54127,7548
4.865916432619215,0.0,17.734853981399088,5.378244610666928,97.50974732257468,532.7163678647767,19.496516843529637,323.3276645424748,1422,364,160947,30531,7549
1.4102359975758028,9.551762625071257,11.152656027989847,6.048892468437498,51.9695385493033,404.2315957794713,18.662567825796426,394.3971530296557,1504,349,220789,48058,7550
0.09818041525421606,50.7654335638948,2.9096615530278322,5.444746190857493,26.850870709394485,411.06310651258417,18.69707991918389,386.46499455542505,1548,341,186025,31607,7551
1.7733563178795626,4.361457207507464,16.005823496256767,6.373596798243443,76.2410937071221,335.20171241796646,15.933526513445551,383.1415861937026,3190,885,237017,56689,7552
